 10:08:54.293  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboRecordUtils - ID_EXT: 1452244134104, User: cen84027 ... createOrUpdateObjectSpis end [20 createOrUpdateObjectSpis klient].
 10:08:57.591  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboLock - ID_EXT: 1452244137555, User: cen77895 ... lockObject start.
 10:08:57.591  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboLock - lockObject: input: ObjectLockerInput [boAbsObjectId=08029396862d4c5b, joinName=, waitIntervalSec=0, boAbsObjectIds=[]]
 10:08:57.593  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboLock - ID_EXT: 1452244137555, User: cen77895 ... lockObject end [100].
 10:08:57.607  INFO | cz.ness.documentum.cskld.impl.CsContext - New request context ID_EXT: 1452244137607, User: cen77895
 10:08:57.607  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboDQLUtils - ID_EXT: 1452244137607, User: cen77895 ... createRelations start.
 10:08:57.618  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboDQLUtils - createRelations: Relation cs_record__box between parent 0802939686217c4a and child 08029396862d4c5b created with id 370293968fee4918
 10:08:57.618  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboDQLUtils - ID_EXT: 1452244137607, User: cen77895 ... createRelations end [100].
 10:08:57.684  INFO | cz.ness.documentum.cskld.helper.DynamicGroupHelper - Removing dynamic group cs_superusers_dynamic from session for User: cen77895.
 10:08:57.686  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboBox - ID_EXT: 1452244137555, User: cen77895 ... addRecordToBoxSBO end [100].
 10:08:57.694  INFO | cz.ness.documentum.cskld.impl.CsContext - New request context ID_EXT: 1452244137694, User: cen77895
 10:08:57.694  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboRelation - ID_EXT: 1452244137694, User: cen77895 ... relationSaveHistory start.
 10:08:57.695  INFO | cz.ness.documentum.cskld.helper.DynamicGroupHelper - Adding dynamic group cs_superusers_dynamic into session for User: cen77895.
 10:08:57.696  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboUtils - ID_EXT: 1452244137694, User: cen77895 ... createOkErrorOutput start.
 10:08:57.697  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboUtils - ID_EXT: 1452244137694, User: cen77895 ... createErroOutput start.
 10:08:57.697  INFO | cz.ness.documentum.cskld.codetables.data.CsCMessageCodeTable - ID_EXT: 1452244137694, User: cen77895 ... getErrorMessage start.
 10:08:57.697  INFO | cz.ness.documentum.cskld.codetables.data.CsCMessageCodeTable - getErrorMessage: ID_EXT: 1452244137694, User: cen77895, get errId EMC-0113
 10:08:57.697  INFO | cz.ness.documentum.cskld.codetables.data.CsCMessageCodeTable - ID_EXT: 1452244137694, User: cen77895 ... getErrorMessage end [100].
 10:08:57.698  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboUtils - ID_EXT: 1452244137694, User: cen77895 ... createErroOutput end [100].
 10:08:57.698  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboUtils - ID_EXT: 1452244137694, User: cen77895 ... createOkErrorOutput end [100].
 10:08:57.700  INFO | cz.ness.documentum.cskld.helper.DynamicGroupHelper - Removing dynamic group cs_superusers_dynamic from session for User: cen77895.
 10:08:57.702  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboRelation - ID_EXT: 1452244137694, User: cen77895 ... relationSaveHistory end [100].
 10:08:57.712  INFO | cz.ness.documentum.cskld.impl.CsContext - New request context ID_EXT: 1452244137712, User: cen77895
 10:08:57.713  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboRelation - ID_EXT: 1452244137712, User: cen77895 ... relationSaveHistory start.
 10:08:57.714  INFO | cz.ness.documentum.cskld.helper.DynamicGroupHelper - Adding dynamic group cs_superusers_dynamic into session for User: cen77895.
 10:08:57.715  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboUtils - ID_EXT: 1452244137712, User: cen77895 ... createOkErrorOutput start.
 10:08:57.715  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboUtils - ID_EXT: 1452244137712, User: cen77895 ... createErroOutput start.
 10:08:57.716  INFO | cz.ness.documentum.cskld.codetables.data.CsCMessageCodeTable - ID_EXT: 1452244137712, User: cen77895 ... getErrorMessage start.
 10:08:57.716  INFO | cz.ness.documentum.cskld.codetables.data.CsCMessageCodeTable - getErrorMessage: ID_EXT: 1452244137712, User: cen77895, get errId EMC-0115
 10:08:57.716  INFO | cz.ness.documentum.cskld.codetables.data.CsCMessageCodeTable - ID_EXT: 1452244137712, User: cen77895 ... getErrorMessage end [100].
 10:08:57.716  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboUtils - ID_EXT: 1452244137712, User: cen77895 ... createErroOutput end [100].
 10:08:57.717  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboUtils - ID_EXT: 1452244137712, User: cen77895 ... createOkErrorOutput end [100].
 10:08:57.719  INFO | cz.ness.documentum.cskld.helper.DynamicGroupHelper - Removing dynamic group cs_superusers_dynamic from session for User: cen77895.
 10:08:57.720  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboRelation - ID_EXT: 1452244137712, User: cen77895 ... relationSaveHistory end [100].
 10:08:57.729  INFO | cz.ness.documentum.cskld.impl.CsContext - New request context ID_EXT: 1452244137729, User: cen77895
 10:08:57.729  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboBox - ID_EXT: 1452244137729, User: cen77895 ... boxBecomeEmpty start.
 10:08:57.730  INFO | cz.ness.documentum.cskld.helper.DynamicGroupHelper - Adding dynamic group cs_superusers_dynamic into session for User: cen77895.
 10:08:57.747  INFO | cz.ness.documentum.cskld.helper.DynamicGroupHelper - Removing dynamic group cs_superusers_dynamic from session for User: cen77895.
 10:08:57.748  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboBox - ID_EXT: 1452244137729, User: cen77895 ... boxBecomeEmpty end [100].
 10:08:59.301  INFO | com.emc.xcp.rest.core.process.controller.ProcessController - startProcess: User: cen77895, Process: cs_cs_sp_record_find_by_duid
 10:08:59.305  INFO | cz.ness.documentum.cskld.impl.CsContext - New request context ID_EXT: 1452244139305, User: cen77895
 10:08:59.306  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboRecord - ID_EXT: 1452244139305, User: cen77895 ... findByDuid start.
 10:08:59.306  INFO | cz.ness.documentum.cskld.helper.DynamicGroupHelper - Adding dynamic group cs_superusers_dynamic into session for User: cen77895.
 10:08:59.316  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboUtils - ID_EXT: 1452244139305, User: cen77895 ... validateNumberSeries start.
 10:08:59.318  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboUtils - ID_EXT: 1452244139305, User: cen77895 ... validateNumberSeries end [100].
 10:08:59.318  INFO | cz.ness.documentum.cskld.helper.DynamicGroupHelper - Removing dynamic group cs_superusers_dynamic from session for User: cen77895.
 10:08:59.320  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboRecord - ID_EXT: 1452244139305, User: cen77895 ... findByDuid end [100].
 10:09:00.943  INFO | com.emc.xcp.rest.core.process.controller.ProcessController - startProcess: User: cen78797, Process: cs_cs_sp_is_box_in_pro
 10:09:00.946  INFO | cz.ness.documentum.cskld.impl.CsContext - New request context ID_EXT: 1452244140945, User: cen78797
 10:09:00.946  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboBox - ID_EXT: 1452244140945, User: cen78797 ... boxInProperStateSBO start.
 10:09:00.959  INFO | cz.ness.documentum.cskld.helper.DynamicGroupHelper - Adding dynamic group cs_superusers_dynamic into session for User: cen78797.
 10:09:00.997  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboLock - ID_EXT: 1452244140945, User: cen78797 ... lockObject start.
 10:09:00.997  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboLock - lockObject: input: ObjectLockerInput [boAbsObjectId=0802939682b6bc5a, joinName=, waitIntervalSec=0, boAbsObjectIds=[]]
 10:09:00.999  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboLock - ID_EXT: 1452244140945, User: cen78797 ... lockObject end [100].
 10:09:01.001  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboBox - ID_EXT: 1452244140945, User: cen78797 ... boxSetStateSBO start.
 10:09:01.004  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboLock - ID_EXT: 1452244140945, User: cen78797 ... lockObject start.
 10:09:01.004  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboLock - lockObject: input: ObjectLockerInput [boAbsObjectId=0802939682b6bc5a, joinName=cs_record__box, waitIntervalSec=0, boAbsObjectIds=[]]
 10:09:01.023  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboLock - ID_EXT: 1452244140945, User: cen78797 ... lockObject end [100].
 10:09:01.094  INFO | cz.ness.documentum.cskld.impl.CsContext - New request context ID_EXT: 1452244141094, User: cen78797
 10:09:01.094  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboBox - ID_EXT: 1452244141094, User: cen78797 ... boxChangeStateSBO start.
 10:09:01.095  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboBoxUtils - ID_EXT: 1452244141094, User: cen78797 ... getBoxRObjectIdByBoxId start.
 10:09:01.096  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboBoxUtils - ID_EXT: 1452244141094, User: cen78797 ... getBoxRObjectIdByBoxId end [100].
 10:09:01.177  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboBox - ID_EXT: 1452244141094, User: cen78797 ... boxChangeStateSBO end [100].
 10:09:01.179  INFO | cz.ness.documentum.cskld.impl.CsContext - New request context ID_EXT: 1452244141179, User: cen78797
 10:09:01.179  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboBoAbstract - ID_EXT: 1452244141179, User: cen78797 ... boAbstractStatusHistory start.
 10:09:01.187  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboBoAbstract - ID_EXT: 1452244141179, User: cen78797 ... boAbstractStatusHistory end [100].
 10:09:01.193  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboBox - ID_EXT: 1452244140945, User: cen78797 ... boxSetStateSBO end [100].
 10:09:01.193  INFO | cz.ness.documentum.cskld.helper.DynamicGroupHelper - Removing dynamic group cs_superusers_dynamic from session for User: cen78797.
 10:09:01.194  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboBox - ID_EXT: 1452244140945, User: cen78797 ... boxInProperStateSBO end [200].
 10:09:02.545  INFO | com.emc.xcp.rest.core.process.controller.ProcessController - startProcess: User: cen83090, Process: cs_cs_sp_duid_in_box
 10:09:02.548  INFO | cz.ness.documentum.cskld.impl.CsContext - New request context ID_EXT: 1452244142547, User: cen83090
 10:09:02.548  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboRecord - ID_EXT: 1452244142547, User: cen83090 ... duidInBox start.
 10:09:02.554  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboRecord - ID_EXT: 1452244142547, User: cen83090 ... duidInBox end [100].
 10:09:03.320  INFO | cz.ness.documentum.cskld.helper.DynamicGroupHelper - Adding dynamic group cs_superusers_dynamic into session for User: uo021619.
 10:09:03.327  INFO | cz.ness.documentum.cskld.helper.DynamicGroupHelper - Removing dynamic group cs_superusers_dynamic from session for User: uo021619.
 10:09:05.081  INFO | cz.ness.xcp.services.util.user.NessUtilUser - hasUserAccessToPage end. User: cen84027 has access to page cs:cs_record/cs_pb_rekevid_novy/
 10:09:07.001  INFO | com.emc.xcp.rest.core.process.controller.ProcessController - startProcess: User: cen83090, Process: cs_cs_sp_duid_in_box
 10:09:07.004  INFO | cz.ness.documentum.cskld.impl.CsContext - New request context ID_EXT: 1452244147004, User: cen83090
 10:09:07.004  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboRecord - ID_EXT: 1452244147004, User: cen83090 ... duidInBox start.
 10:09:07.015  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboRecord - ID_EXT: 1452244147004, User: cen83090 ... duidInBox end [100].
 10:09:13.425  INFO | com.emc.xcp.rest.core.process.controller.ProcessController - startProcess: User: cen77895, Process: cs_cs_sp_duid_in_box
 10:09:13.427  INFO | cz.ness.documentum.cskld.impl.CsContext - New request context ID_EXT: 1452244153427, User: cen77895
 10:09:13.428  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboRecord - ID_EXT: 1452244153427, User: cen77895 ... duidInBox start.
 10:09:13.436  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboRecord - ID_EXT: 1452244153427, User: cen77895 ... duidInBox end [100].
 10:09:14.263  INFO | cz.ness.xcp.services.util.user.NessUtilUser - hasUserAccessToPage end. User: rd018889 has access to page cs:cs_pa_boxevid_protokol/
 10:09:19.549  INFO | com.emc.xcp.rest.core.process.controller.ProcessController - startProcess: User: cen83090, Process: cs_cs_sp_duid_in_box
 10:09:19.552  INFO | cz.ness.documentum.cskld.impl.CsContext - New request context ID_EXT: 1452244159552, User: cen83090
 10:09:19.552  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboRecord - ID_EXT: 1452244159552, User: cen83090 ... duidInBox start.
 10:09:19.561  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboRecord - ID_EXT: 1452244159552, User: cen83090 ... duidInBox end [100].
 10:09:20.368  INFO | com.emc.xcp.rest.core.process.controller.ProcessController - startProcess: User: cen83360, Process: cs_cs_sp_status_next
 10:09:24.897  INFO | cz.ness.xcp.services.util.user.NessUtilUser - hasUserAccessToPage end. User: cen85545 has access to page cs:cs_pa_home_page
 10:09:27.928  INFO | cz.ness.xcp.services.util.user.NessUtilUser - hasUserAccessToPage end. User: cen84027 has access to page cs:application/cs_pa_evid_prt_code
 10:09:31.772  INFO | com.emc.xcp.rest.core.process.controller.ProcessController - startProcess: User: cen81687, Process: cs_cs_sp_get_duid
 10:09:33.025  INFO | com.emc.xcp.rest.core.process.controller.ProcessController - startProcess: User: cen77895, Process: cs_cs_sp_record_find_by_duid
 10:09:33.028  INFO | cz.ness.documentum.cskld.impl.CsContext - New request context ID_EXT: 1452244173028, User: cen77895
 10:09:33.028  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboRecord - ID_EXT: 1452244173028, User: cen77895 ... findByDuid start.
 10:09:33.031  INFO | cz.ness.documentum.cskld.helper.DynamicGroupHelper - Adding dynamic group cs_superusers_dynamic into session for User: cen77895.
 10:09:33.049  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboUtils - ID_EXT: 1452244173028, User: cen77895 ... validateNumberSeries start.
 10:09:33.051  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboUtils - ID_EXT: 1452244173028, User: cen77895 ... validateNumberSeries end [100].
 10:09:33.051  INFO | cz.ness.documentum.cskld.helper.DynamicGroupHelper - Removing dynamic group cs_superusers_dynamic from session for User: cen77895.
 10:09:33.052  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboRecord - ID_EXT: 1452244173028, User: cen77895 ... findByDuid end [100].
 10:09:35.407  INFO | com.emc.xcp.rest.core.process.controller.ProcessController - startProcess: User: cen80437, Process: cs_cs_sp_record_find_by_duid
 10:09:35.410  INFO | cz.ness.documentum.cskld.impl.CsContext - New request context ID_EXT: 1452244175410, User: cen80437
 10:09:35.410  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboRecord - ID_EXT: 1452244175410, User: cen80437 ... findByDuid start.
 10:09:35.414  INFO | cz.ness.documentum.cskld.helper.DynamicGroupHelper - Adding dynamic group cs_superusers_dynamic into session for User: cen80437.
 10:09:35.462  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboUtils - ID_EXT: 1452244175410, User: cen80437 ... validateNumberSeries start.
 10:09:35.464  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboUtils - ID_EXT: 1452244175410, User: cen80437 ... validateNumberSeries end [100].
 10:09:35.464  INFO | cz.ness.documentum.cskld.helper.DynamicGroupHelper - Removing dynamic group cs_superusers_dynamic from session for User: cen80437.
 10:09:35.466  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboRecord - ID_EXT: 1452244175410, User: cen80437 ... findByDuid end [100].
 10:09:37.596  INFO | com.emc.xcp.rest.core.process.controller.ProcessController - startProcess: User: bv020866, Process: cs_cs_sp_search_record
 10:09:37.599  INFO | cz.ness.documentum.cskld.impl.CsContext - New request context ID_EXT: 1452244177599, User: bv020866
 10:09:37.600  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboUtils - ID_EXT: 1452244177599, User: bv020866 ... searchRecType start.
 10:09:37.600  INFO | cz.ness.documentum.cskld.helper.DynamicGroupHelper - Adding dynamic group cs_superusers_dynamic into session for User: bv020866.
 10:09:37.704  INFO | cz.ness.documentum.cskld.helper.DynamicGroupHelper - Removing dynamic group cs_superusers_dynamic from session for User: bv020866.
 10:09:37.706  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboUtils - ID_EXT: 1452244177599, User: bv020866 ... searchRecType end [100].
 10:09:38.241  INFO | com.emc.xcp.rest.core.process.controller.ProcessController - startProcess: User: cen80437, Process: cs_cs_sp_record_find_by_duid
 10:09:38.244  INFO | cz.ness.documentum.cskld.impl.CsContext - New request context ID_EXT: 1452244178244, User: cen80437
 10:09:38.245  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboRecord - ID_EXT: 1452244178244, User: cen80437 ... findByDuid start.
 10:09:38.246  INFO | cz.ness.documentum.cskld.helper.DynamicGroupHelper - Adding dynamic group cs_superusers_dynamic into session for User: cen80437.
 10:09:38.271  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboUtils - ID_EXT: 1452244178244, User: cen80437 ... validateNumberSeries start.
 10:09:38.273  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboUtils - ID_EXT: 1452244178244, User: cen80437 ... validateNumberSeries end [100].
 10:09:38.273  INFO | cz.ness.documentum.cskld.helper.DynamicGroupHelper - Removing dynamic group cs_superusers_dynamic from session for User: cen80437.
 10:09:38.275  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboRecord - ID_EXT: 1452244178244, User: cen80437 ... findByDuid end [100].
 10:09:39.341  INFO | cz.ness.documentum.cskld.helper.DynamicGroupHelper - Adding dynamic group cs_superusers_dynamic into session for User: cen83769.
 10:09:39.348  INFO | cz.ness.documentum.cskld.helper.DynamicGroupHelper - Removing dynamic group cs_superusers_dynamic from session for User: cen83769.
 10:09:40.125  INFO | com.emc.xcp.rest.core.process.controller.ProcessController - startProcess: User: cen83714, Process: cs_cs_sp_set_work_unit
 10:09:40.206  INFO | cz.ness.documentum.cskld.helper.DynamicGroupHelper - Adding dynamic group cs_superusers_dynamic into session for User: cen83714.
 10:09:40.263  INFO | cz.ness.documentum.cskld.helper.DynamicGroupHelper - Removing dynamic group cs_superusers_dynamic from session for User: cen83714.
